class	method	code_bytes	status	source_file
KItemList	AutoLoseItemFromEquipmentRoom	1780	PORT	Sources/Core/Src/KItemList.cpp
KItemList	AutoLoseEquip	1592	PORT	Sources/Core/Src/KItemList.cpp
KItemList	Remove	1194	PORT	Sources/Core/Src/KItemList.cpp
KItemList	DeactivateEquip	1132	RE	
KItemList	Abrade	1014	PORT	Sources/Core/Src/KItemList.cpp
KItemList	AbradePercentInAllEquip	968	RE	
KItemList	DivideItem	929	RE	
KItemList	ActivateEquip	909	RE	
KItemList	KItemList	794	PORT	Sources/Core/Src/KItemList.cpp
KItemList	BackupTrade	751	PORT	Sources/Core/Src/KItemList.cpp
KItemList	Init	669	PORT	Sources/Core/Src/KItemList.cpp
KItemList	ConsumeItem_SameGDPLSQ	646	RE	
KItemList	StackItem	623	RE	
KItemList	CanUnEquip	532	RE	
KItemList	ConsumeItem	530	RE	
KItemList	AutoMoveMedicine	512	RE	
KItemList	EnoughAttrib	510	PORT	Sources/Core/Src/KItemList.cpp
KItemList	CheckPassWord	497	RE	
KItemList	TradeCheckCanPlace	490	PORT	Sources/Core/Src/KItemList.cpp
KItemList	RecoverTrade	488	PORT	Sources/Core/Src/KItemList.cpp
KItemList	Add_AutoStack	469	RE	
KItemList	CheckRoomItems	462	RE	
KItemList	GetItemCount_SameGDPLSQ	437	RE	
KItemList	AutoEquip	426	RE	
KItemList	WriteLog	392	RE	
KItemList	SetImmediaObj	376	RE	
KItemList	GetTradeRoomItemInfo	364	PORT	Sources/Core/Src/KItemList.cpp
KItemList	~KItemList	356	PORT	Sources/Core/Src/KItemList.cpp
KItemList	CheckExtEquipSuite	351	RE	
KItemList	CheckGoldEquipSuite	337	RE	
KItemList	AutoStackInRoom	325	RE	
KItemList	UnloadMaterial	325	RE	
KItemList	GetItemCount_SameGDPL	315	RE	
KItemList	GetFeatureType	308	RE	
KItemList	LoadMaterial	298	RE	
KItemList	FindItemToStack	288	RE	
KItemList	GetWeaponDamage	287	PORT	Sources/Core/Src/KItemList.cpp
KItemList	CheckCanPlaceInEquipment	284	PORT	Sources/Core/Src/KItemList.cpp
KItemList	SyncItem	283	PORT	Sources/Core/Src/KItemList.cpp
KItemList	CanEquip	274	PORT	Sources/Core/Src/KItemList.cpp
KItemList	ConfirmDeactivation	274	RE	
KItemList	InfectionNextEquip	268	PORT	Sources/Core/Src/KItemList.cpp
KItemList	SetItemCount	262	RE	
KItemList	UnEquipMagicForSuite	262	RE	
KItemList	GetEquipEnhance	259	PORT	Sources/Core/Src/KItemList.cpp
KItemList	ReActivateExtEquip	258	RE	
KItemList	Equip	248	PORT	Sources/Core/Src/KItemList.cpp
KItemList	GetNextItemIndexInRoom_SameGDPL	246	RE	
KItemList	GetExtActiveCount	236	RE	
KItemList	GetItemIndexFromPlace	236	RE	
KItemList	RemoveItem	234	PORT	Sources/Core/Src/KItemList.cpp
KItemList	ExchangeMoney	230	PORT	Sources/Core/Src/KItemList.cpp
KItemList	RemoveAll	225	PORT	Sources/Core/Src/KItemList.cpp
KItemList	PlayerCanclePassword	224	RE	
KItemList	RemoveTaskItemEx	218	RE	
KItemList	Fit	213	PORT	Sources/Core/Src/KItemList.cpp
KItemList	PlayerChangePassword	209	RE	
KItemList	ActiveAllEquipHiddenAttrib	208	RE	
KItemList	EquipResForNPC	202	RE	
KItemList	RemoveTaskItem	202	RE	
KItemList	SetItemMask	202	RE	
KItemList	SearchPosition	198	PORT	Sources/Core/Src/KItemList.cpp
KItemList	UnequipRemove	198	RE	
KItemList	_OnImmediaItemRemove	182	RE	
KItemList	PlayerSetPassword	178	RE	
KItemList	SyncItemBindState	178	RE	
KItemList	GetTaskItemLifeTime	175	RE	
KItemList	FindScriptItem	172	RE	
KItemList	ActivateExtMagicAttrib	170	RE	
KItemList	DecMoney	168	PORT	Sources/Core/Src/KItemList.cpp
KItemList	EquipMagicForSuite	164	RE	
KItemList	Mantle	158	RE	
KItemList	FindScriptItemParam2	154	RE	
KItemList	GetItemFromPlace	153	RE	
KItemList	Unequip	149	RE	
KItemList	PlayerUnlock	148	RE	
KItemList	CheckEquipHoldStatus	141	RE	
KItemList	GMUnlock	141	RE	
KItemList	SyncBoxParam	140	RE	
KItemList	_CheckIsImmediaItemSkill	140	RE	
KItemList	GetTaskItemNumEx	139	RE	
KItemList	_CheckImmediaSameGDPItem	137	RE	
KItemList	EquipSuitExtSkill	133	RE	
KItemList	GetRoomItems	132	RE	
KItemList	GetEquipPlace	129	PORT	Sources/Core/Src/KItemList.cpp
KItemList	IsItemExist	127	RE	
KItemList	SearchID	127	PORT	Sources/Core/Src/KItemList.cpp
KItemList	_CheckImmediaExchange	124	RE	
KItemList	GMCanclePassword	120	RE	
KItemList	GetTaskItemNum	114	RE	
KItemList	NotifyExtSuiteChange	113	RE	
KItemList	ConfirmActivation	112	RE	
KItemList	FindNext	112	RE	
KItemList	EquipPlatinaSkill	111	RE	
KItemList	GMLock	110	RE	
KItemList	GMSetPassword	107	RE	
KItemList	IsTaskItemExist	106	RE	
KItemList	PlayerLock	105	RE	
KItemList	PayCoin	102	RE	
KItemList	CompareItems	98	RE	
KItemList	CostMoney	95	PORT	Sources/Core/Src/KItemList.cpp
KItemList	IsMyItem	87	RE	
KItemList	FindSame	82	PORT	Sources/Core/Src/KItemList.cpp
KItemList	AddMoney	80	PORT	Sources/Core/Src/KItemList.cpp
KItemList	SendMoneySync	77	PORT	Sources/Core/Src/KItemList.cpp
KItemList	GetEquipmentCoin	71	RE	
KItemList	GetNextItem	65	PORT	Sources/Core/Src/KItemList.cpp
KItemList	GetItemCount_SameGDP	62	RE	
KItemList	GetActiveAttribNum	56	PORT	Sources/Core/Src/KItemList.cpp
KItemList	StartTrade	56	PORT	Sources/Core/Src/KItemList.cpp
KItemList	GetItemCount_SameGD	55	RE	
KItemList	GetFirstItem	52	PORT	Sources/Core/Src/KItemList.cpp
KItemList	SetMoney	49	PORT	Sources/Core/Src/KItemList.cpp
KItemList	GetItemCount_SameG	48	RE	
KItemList	FindFree	36	PORT	Sources/Core/Src/KItemList.cpp
KItemList	ClearRoom	35	PORT	Sources/Core/Src/KItemList.cpp
KItemList	GetWeaponParticular	35	PORT	Sources/Core/Src/KItemList.cpp
KItemList	GetWeaponType	35	PORT	Sources/Core/Src/KItemList.cpp
KItemList	UnEquipSuitExtSkill	34	RE	
KItemList	SetRoomMoney	33	PORT	Sources/Core/Src/KItemList.cpp
KItemList	GetEquipMantleLevel	32	RE	
KItemList	TradeMoveMoney	28	PORT	Sources/Core/Src/KItemList.cpp
KItemList	ExchangeItem	25	PORT	Sources/Core/Src/KItemList.cpp
KItemList	FindSameParticularInEquipment	20	RE	
KItemList	GetMoneyAmount	20	PORT	Sources/Core/Src/KItemList.cpp
KItemList	GetEquipmentMoney	14	PORT	Sources/Core/Src/KItemList.cpp
KItemList	_CheckImmediaSkill	10	RE	
KItemList	UnequipPlatinaSkill	9	RE	
KItemList	_SetHandIconRef	7	RE	
KTongLogic	ProcessProtocol	4752	RE	
KTongLogic	Tong_Add	4238	RE	
KTongLogic	Member_Add	3192	RE	
KTongLogic	Union_Add	1527	RE	
KTongLogic	Tong_AddMoneyFund	1343	RE	
KTongLogic	Union_Remove	1258	RE	
KTongLogic	Member_Retire	1129	RE	
KTongLogic	Workshop_SetUseLevel	951	RE	
KTongLogic	Workshop_SetUseLevelSet	930	RE	
KTongLogic	Union_RemoveTong	808	RE	
KTongLogic	Member_Figure	713	RE	
KTongLogic	Member_Delete	686	RE	
KTongLogic	Tong_SetMapBan	681	RE	
KTongLogic	Workshop_AppendTaskValue	645	RE	
KTongLogic	Tong_Data	642	RE	
KTongLogic	Tong_SetAnnouncement	630	RE	
KTongLogic	Workshop_Degrade	608	RE	
KTongLogic	Workshop_Upgrade	608	RE	
KTongLogic	Member_AppendTaskValue	604	RE	
KTongLogic	Member_Remove	600	RE	
KTongLogic	Tong_AppendUTaskValue	584	RE	
KTongLogic	Workshop_AppendUTaskValue	574	RE	
KTongLogic	Member_AppendUTaskValue	572	RE	
KTongLogic	Tong_SetTaskValue	572	RE	
KTongLogic	Union_AppendTaskValue	569	RE	
KTongLogic	Workshop_Remove	567	RE	
KTongLogic	Tong_AddEventRecord	538	RE	
KTongLogic	Workshop_SetTaskValue	529	RE	
KTongLogic	Member_SetTaskValue	521	RE	
KTongLogic	Tong_AppendTaskValue	517	RE	
KTongLogic	Union_AppendUTaskValue	516	RE	
KTongLogic	Workshop_Close	503	RE	
KTongLogic	Workshop_Open	503	RE	
KTongLogic	Tong_AddHistoryRecord	496	RE	
KTongLogic	Tong_ChangeCurrentCamp	490	RE	
KTongLogic	Member_Rename	479	RE	
KTongLogic	Workshop_Use	472	RE	
KTongLogic	Union_SetTaskValue	467	RE	
KTongLogic	Workshop_Maintain	465	RE	
KTongLogic	Member_Online	433	RE	
KTongLogic	Union_Join_Refuse	428	RE	
KTongLogic	Member_AddOfferEx	376	RE	
KTongLogic	Workshop_Learn	370	RE	
KTongLogic	Union_AddTong	363	RE	
KTongLogic	Tong_Remove	361	RE	
KTongLogic	Tong_SetMap	354	RE	
KTongLogic	Tong_MapCreated	344	RE	
KTongLogic	Member_Title	312	RE	
KTongLogic	Tong_OnlineList	269	RE	
KTongLogic	Member_StoreOffer2Contribution	258	RE	
KTongLogic	Member_Data	256	RE	
KTongLogic	Union_Join_Apply	247	RE	
KTongLogic	Tong_SetMoneyFund	245	RE	
KTongLogic	Tong_Upgrade	240	RE	
KTongLogic	Tong_FemaleTitle	236	RE	
KTongLogic	Tong_MaleTitle	236	RE	
KTongLogic	Tong_SetStunt	236	RE	
KTongLogic	Tong_Degrade	229	RE	
KTongLogic	RunSuffixScript	223	RE	
KTongLogic	CheckRight	219	RE	
KTongLogic	Tong_CreatMap	194	RE	
KTongLogic	Tong_Init	143	RE	
KTongLogic	Tong_Maintain	143	RE	
KTongLogic	Tong_WeeklyMaintain	143	RE	
KTongLogic	Tong_DeleteMap	142	RE	
KTongLogic	Tong_ChangeCamp	131	RE	
KTongLogic	Member_Kick	129	RE	
KTongLogic	Tong_BuildFund2WarFund	122	RE	
KTongLogic	Tong_ClaimWar	122	RE	
KTongLogic	Tong_MoneyFund2BuildFund	122	RE	
KTongLogic	Member_AddOffer	110	RE	
KTongLogic	Tong_GetTaskValue	106	RE	
KTongLogic	Member_Contribution2StoreOffer	72	RE	
KTongLogic	Tong_SetExpLevel	71	RE	
KTongLogic	Member_Money2BuildFund	68	RE	
KTongLogic	Union_List	61	RE	
KTongLogic	GetScriptSuffix	10	RE	
KTongLogic	Member_ChangeFeature	10	RE	
KTongLogic	Member_SetOffer	10	RE	
KTongLogic	Tong_Msg	10	RE	
KTongLogic	FindReceiver	7	RE	
KTongLogic	Member_Right_Assign	7	RE	
KTongLogic	Member_Right_Award	7	RE	
KTongLogic	Member_Right_Retract	7	RE	
KNpcAI	GetPoorestNpc	2826	RE	
KNpcAI	PartnerBraveFindAim2	2650	RE	
KNpcAI	PartnerRascalFindAim2	2371	RE	
KNpcAI	GetNearestNpc	2113	PORT	Sources/Core/Src/KNpcAI.cpp
KNpcAI	PartnerRecreanceFindAim2	1825	RE	
KNpcAI	PartnerBraveFindAim	1800	RE	
KNpcAI	PartnerRascalFindAim	1682	RE	
KNpcAI	PartnerGuardFindAim	1670	RE	
KNpcAI	PartnerRecreanceFindAim	1624	RE	
KNpcAI	PartnerFindNearestEnemyNpc	1477	RE	
KNpcAI	ProcessAIType09	1342	RE	
KNpcAI	ProcessPartnerAIBase	1282	RE	
KNpcAI	GetNearestNpcEx	1193	RE	
KNpcAI	GetRandNpcByList	1137	RE	
KNpcAI	GetNextNearestNpc	1067	RE	
KNpcAI	GetNearestNpcByList	1050	RE	
KNpcAI	FollowAttack	1024	PORT	Sources/Core/Src/KNpcAI.cpp
KNpcAI	ProcessAIType02	802	PORT	Sources/Core/Src/KNpcAI.cpp
KNpcAI	KeepAttackRange	672	PORT	Sources/Core/Src/KNpcAI.cpp
KNpcAI	ProcessAIType03	659	PORT	Sources/Core/Src/KNpcAI.cpp
KNpcAI	ProcessAIType05	620	PORT	Sources/Core/Src/KNpcAI.cpp
KNpcAI	GetNpcNumber	587	PORT	Sources/Core/Src/KNpcAI.cpp
KNpcAI	ProcessPartnerRecreance	539	RE	
KNpcAI	ProcessAIType01	508	PORT	Sources/Core/Src/KNpcAI.cpp
KNpcAI	ProcessAIType06	494	PORT	Sources/Core/Src/KNpcAI.cpp
KNpcAI	ProcessPartnerRascal	468	RE	
KNpcAI	ProcessAIType08	410	RE	
KNpcAI	Flee	356	PORT	Sources/Core/Src/KNpcAI.cpp
KNpcAI	ProcessAIType10	349	PORT	Sources/Core/Src/KNpcAI.cpp
KNpcAI	ProcessAIType04	338	PORT	Sources/Core/Src/KNpcAI.cpp
KNpcAI	StandAttack	336	RE	
KNpcAI	ProcessPlayer	309	PORT	Sources/Core/Src/KNpcAI.cpp
KNpcAI	Activate	304	PORT	Sources/Core/Src/KNpcAI.cpp
KNpcAI	KeepActiveRange	282	PORT	Sources/Core/Src/KNpcAI.cpp
KNpcAI	CommonAction	274	PORT	Sources/Core/Src/KNpcAI.cpp
KNpcAI	ProcessAIType07	269	RE	
KNpcAI	ProcessPartnerGuard	215	RE	
KNpcAI	CheckAttackTarget	206	RE	
KNpcAI	ProcessPartnerBrave	170	RE	
KNpcAI	GetRandomNpc	117	RE	
KNpcAI	KNpcAI	42	PORT	Sources/Core/Src/KNpcAI.cpp
KNpcAI	Init	5	RE	
KServerCore	GetGameData	4682	RE	
KServerCore	ProcessRelayLeagueProtocol	3812	RE	
KServerCore	ProcessGameServerDoScript	3796	RE	
KServerCore	ProcessRelayScriptResult	1692	RE	
KServerCore	OperationRequest	1602	RE	
KServerCore	Initialize	1374	RE	
KServerCore	Exit	1063	RE	
KServerCore	KServerCore	868	RE	
KServerCore	~KServerCore	752	RE	
KServerCore	PlayerLogoutGateway	609	RE	
KServerCore	ProcessRelayNormalProtocol	608	RE	
KServerCore	PayForSpeech	589	RE	
KServerCore	ChatScreen	520	RE	
KServerCore	UnInitialize	510	RE	
KServerCore	Loop	509	RE	
KServerCore	SavePlayerData	502	RE	
KServerCore	OnClientClose	482	RE	
KServerCore	AddCharacter	466	RE	
KServerCore	CanSaveZhaoMuInfo	418	RE	
KServerCore	RecoverPlayerExchange	307	RE	
KServerCore	SetGateWayClientID	270	RE	
KServerCore	ProcessGetApplyInfoRespond	264	RE	
KServerCore	ExecuteScript	263	RE	
KServerCore	ChatTeam	253	RE	
KServerCore	PlayerDbLoading	250	RE	
KServerCore	ProcessCheckApplyJoinTong	243	RE	
KServerCore	CheckProtocolSize	231	RE	
KServerCore	HookChannelMsgBefPayment	227	RE	
KServerCore	PrintPlayerCount	217	RE	
KServerCore	ProcessSpreaderCDKeyReturn	215	RE	
KServerCore	ChatTong	213	RE	
KServerCore	OfflineDestroy	206	RE	
KServerCore	ChatFaction	205	RE	
KServerCore	PlayerCanUseChatChannel	205	RE	
KServerCore	ProcessClientChatRoomMsg	201	RE	
KServerCore	Breathe	197	RE	
KServerCore	GetZhaoMuApplyInfo	197	RE	
KServerCore	OfflineTimeout	177	RE	
KServerCore	HookChannelMsgAftPayment	174	RE	
KServerCore	ChatWorld	173	RE	
KServerCore	PlayerExchangeServer	168	RE	
KServerCore	GroupChat	154	RE	
KServerCore	OnRoleNameQueryResult	152	RE	
KServerCore	ChangeGuid	148	RE	
KServerCore	DoQueryStatIDRequest	146	RE	
KServerCore	ProcessServerMessage	145	RE	
KServerCore	OnTongNameChangeResult	144	RE	
KServerCore	NotifyHostEnterGame	142	RE	
KServerCore	AddPlayerToWorld	134	RE	
KServerCore	AcceptOrRefuseApply	129	RE	
KServerCore	OnTongNameQueryResult	127	RE	
KServerCore	NotifyHostLeaveGame	124	RE	
KServerCore	OnRoleNameChangeResult	120	RE	
KServerCore	DoSetStatDataValueRequest	115	RE	
KServerCore	DoUpdateStatDataRequest	115	RE	
KServerCore	PermitPlayerLogin	115	RE	
KServerCore	SendZhaoMuPageInfoToPlayer	106	RE	
KServerCore	GetPlayerIndexByGuid	102	RE	
KServerCore	NotifyGoddessEnterGame	102	RE	
KServerCore	NotifyGoddessLeaveGame	102	RE	
KServerCore	SendZhaoMuInfoToPlayer	99	RE	
KServerCore	ProcessApplyJoinTongFromZhaoMu	97	RE	
KServerCore	ReleaseMsgInterval	97	RE	
KServerCore	NotifyBishopLeaveGame	96	RE	
KServerCore	OnLaunch	94	RE	
KServerCore	ClientDisconnect	93	RE	
KServerCore	PingClient	92	RE	
KServerCore	ProcessClientMessage	92	RE	
KServerCore	OnChannelMsg	88	RE	
KServerCore	CheckPlayerID	87	RE	
KServerCore	SavePlayerDataAtOnce	87	RE	
KServerCore	NotifyBishopEnterGame	84	RE	
KServerCore	RemovePlayerLoginTimeOut	76	RE	
KServerCore	RemoveQuitingPlayer	76	RE	
KServerCore	InitServerTime	74	RE	
KServerCore	Msg2Player	71	RE	
KServerCore	GetGuid	67	RE	
KServerCore	PreparePlayerForExchange	64	RE	
KServerCore	GetLogoutType	62	RE	
KServerCore	MessageLoop	55	RE	
KServerCore	OnClientCreate	55	RE	
KServerCore	CleanConnectionStatus	54	RE	
KServerCore	InitConnectionStatus	48	RE	
KServerCore	AddTempTaskValue	47	RE	
KServerCore	GetExchangeMap	43	RE	
KServerCore	IsCharacterQuiting	41	RE	
KServerCore	IsPlayerExchangingServer	41	RE	
KServerCore	Release	41	RE	
KServerCore	GetSaveStatus	40	RE	
KServerCore	GetServerCurTime	40	RE	
KServerCore	SetSaveStatus	39	RE	
KServerCore	AddTimer	37	RE	
KServerCore	ProcessRelayChatRoomMsg	36	RE	
KServerCore	PlayerPrepareQuit	31	RE	
KServerCore	PreparePlayerForLoginFailed	31	RE	
KServerCore	ProcessRelayBattleProtocol	31	RE	
KServerCore	RemovePlayerForExchange	31	RE	
KServerCore	DelTimer	28	RE	
KServerCore	ResumeTimer	28	RE	
KServerCore	SuspendTimer	28	RE	
KServerCore	IsPlayerForbitTalk	25	RE	
KServerCore	IsPlayerLoginTimeOut	25	RE	
KServerCore	GetConnectInfo	24	RE	
KServerCore	ProcessRoleSaved	22	RE	
KServerCore	ProcessIBBuyItemReturn	20	RE	
KServerCore	ProcessIBUseItemReturn	20	RE	
KServerCore	AddTongZhaoMuInfo	16	RE	
KServerCore	AdditionalGameProcess	16	RE	
KServerCore	AttachPlayer	16	RE	
KServerCore	ProcessBroadcastMessage	16	RE	
KServerCore	ProcessExecuteMessage	16	RE	
KServerCore	ProcessRelayAuctionProtocol	16	RE	
KServerCore	ProcessRelayCityWarProtocol	16	RE	
KServerCore	ProcessRelayKillerLoseway	16	RE	
KServerCore	ProcessRelayKillerProtocol	16	RE	
KServerCore	ProcessRelayKillerc2cProtocol	16	RE	
KServerCore	ProcessRelayLadderRankProtocol	16	RE	
KServerCore	ProcessRelayNationalWarProtocol	16	RE	
KServerCore	ProcessRelayTongProtocol	16	RE	
KServerCore	SetLadder	16	RE	
KServerCore	TranslateRoleData	16	RE	
KServerCore	GetGateWayClientID	10	RE	
KServerCore	GetLoopRate	10	RE	
KServerCore	GetServerStartTime	10	RE	
KServerCore	OnShutdown	10	RE	
KSkill	CastMissles	7667	PORT	Sources/Core/Src/KSkills.cpp
KSkill	AddMagicAttribute	1667	RE	
KSkill	CastSpread	1411	PORT	Sources/Core/Src/KSkills.cpp
KSkill	CanCastSkill	1358	PORT	Sources/Core/Src/KSkills.cpp
KSkill	CastZone	1088	PORT	Sources/Core/Src/KSkills.cpp
KSkill	CreateMissle	1049	PORT	Sources/Core/Src/KSkills.cpp
KSkill	CastWall	992	PORT	Sources/Core/Src/KSkills.cpp
KSkill	CreateMissleMagicAttribsLink	963	RE	
KSkill	CastExtractiveLineMissle	959	PORT	Sources/Core/Src/KSkills.cpp
KSkill	CastCircle	956	PORT	Sources/Core/Src/KSkills.cpp
KSkill	KSkill	850	PORT	Sources/Core/Src/KSkills.cpp
KSkill	CastCreateNpc	849	RE	
KSkill	LoadSkillLevelData	849	PORT	Sources/Core/Src/KSkills.cpp
KSkill	CastLine	839	PORT	Sources/Core/Src/KSkills.cpp
KSkill	CastInitiativeSkill	818	PORT	Sources/Core/Src/KSkills.cpp
KSkill	OnMissleEvent	760	PORT	Sources/Core/Src/KSkills.cpp
KSkill	Cast	576	PORT	Sources/Core/Src/KSkills.cpp
KSkill	CastInstantMissle	459	RE	
KSkill	CastChildSkill	335	RE	
KSkill	CastPassivitySkill	273	PORT	Sources/Core/Src/KSkills.cpp
KSkill	ParseString2MagicAttrib	245	PORT	Sources/Core/Src/KSkills.cpp
KSkill	GetMissleGenerateTime	222	PORT	Sources/Core/Src/KSkills.cpp
KSkill	OnStartEvent	190	RE	
KSkill	DelStateAttribute	186	RE	
KSkill	~KSkill	145	PORT	Sources/Core/Src/KSkills.cpp
KSkill	GetSkillIdFromName	142	PORT	Sources/Core/Src/KSkills.cpp
KSkill	AddStateAttribute	92	RE	
KSkill	CreateMissleMagicAttribsData	60	PORT	Sources/Core/Src/KSkills.cpp
KSkill	Collidsion	34	PORT	Sources/Core/Src/KSkills.cpp
KSkill	FlyEvent	34	PORT	Sources/Core/Src/KSkills.cpp
KSkill	Vanish	34	PORT	Sources/Core/Src/KSkills.cpp
KSkill	GetDelayPerCast	29	RE	
KSkill	GetChildSkillNum	14	PORT	Sources/Core/Src/KSkills.cpp
KSkill	GetSkillCost	14	RE	
KSkill	GetSkillCostType	14	RE	
KSkill	GetSkillLevelUpScriptId	14	RE	
KSkill	IsTargetAlly	14	RE	
KSkill	IsTargetNoNpc	14	RE	
KSkill	IsTargetObj	14	RE	
KSkill	IsTargetSelf	14	RE	
KSkill	PeaceCanUse	14	RE	
KSkill	GetCanCastLevel	12	RE	
KSkill	GetAttackRadius	11	RE	
KSkill	GetSkillId	11	RE	
KSkill	GetSkillName	11	RE	
KSkill	GetSkillStyle	11	RE	
KSkill	IsAura	11	RE	
KSkill	IsExpSkill	11	RE	
KSkill	IsTargetEnemy	11	RE	
KSkill	IsTargetOnly	11	RE	
KSkill	IsTargetOther	11	RE	
KSkill	IsWeaponSkill	11	RE	
KBuySell	ExportGoodsInfo	4191	RE	
KBuySell	LoadDataFromFile	4056	RE	
KBuySell	OnNotifyBuyItem	2917	RE	
KBuySell	OnNotifyGoldCoinChangeResult	2789	RE	
KBuySell	Buy	2240	PORT	Sources/Core/Src/KBuySell.cpp
KBuySell	WriteLog	2000	RE	
KBuySell	Sell	1644	PORT	Sources/Core/Src/KBuySell.cpp
KBuySell	BuyCallBack	738	RE	
KBuySell	AddGoodsToPlayer	680	RE	
KBuySell	KBuySell	654	PORT	Sources/Core/Src/KBuySell.cpp
KBuySell	OpenStores	628	RE	
KBuySell	StoresChangeShop	571	RE	
KBuySell	OpenItemBussinessSale	506	RE	
KBuySell	RemoveAllData	488	RE	
KBuySell	~KBuySell	388	PORT	Sources/Core/Src/KBuySell.cpp
KBuySell	OpenSale	359	PORT	Sources/Core/Src/KBuySell.cpp
KBuySell	AddShop2Stores	277	RE	
KBuySell	CreateStores	199	RE	
KBuySell	ItemBusinessShopName2ID	96	RE	
KBuySell	OnFileChanged	74	RE	
KBuySell	GetGoodsIndex	67	RE	
KBuySell	InitItemSaleLog	46	RE	
KBuySell	Init	45	PORT	Sources/Core/Src/KBuySell.cpp
KBuySell	GetGoods	40	RE	
KBuySell	OnlyForFileListChanged	10	RE	
KPlayerTong	LoadFromTongData	4439	RE	
KPlayerTong	AddTong	1643	PORT	Sources/Core/Src/KPlayerTong.cpp
KPlayerTong	DealLeaveUnionApply	1020	RE	
KPlayerTong	SaveToTongData	910	RE	
KPlayerTong	NW_Instate	767	RE	
KPlayerTong	SendZhaoMuPageInfoToPlayer	722	RE	
KPlayerTong	Leave	655	PORT	Sources/Core/Src/KPlayerTong.cpp
KPlayerTong	GetUnionInfo	625	RE	
KPlayerTong	CheckCreateUnionPower	556	RE	
KPlayerTong	NW_Dismiss	549	RE	
KPlayerTong	Create	548	PORT	Sources/Core/Src/KPlayerTong.cpp
KPlayerTong	ChangeMoneyResult	543	RE	
KPlayerTong	GetNwTitle	506	RE	
KPlayerTong	SendRefuseMessage	475	PORT	Sources/Core/Src/KPlayerTong.cpp
KPlayerTong	NW_UpdateTitle	436	RE	
KPlayerTong	OnBeKickOut	436	RE	
KPlayerTong	TransferAddApply	424	PORT	Sources/Core/Src/KPlayerTong.cpp
KPlayerTong	BroadcastCall	398	RE	
KPlayerTong	LoadTask	382	RE	
KPlayerTong	CheckChangeJobCallPower	344	RE	
KPlayerTong	Clear	322	PORT	Sources/Core/Src/KPlayerTong.cpp
KPlayerTong	AddApplyToList	297	RE	
KPlayerTong	CheckCreateCondition	286	PORT	Sources/Core/Src/KPlayerTong.cpp
KPlayerTong	CheckChangeMoneyPower	284	RE	
KPlayerTong	KPlayerTong	284	RE	
KPlayerTong	BeKicked	278	PORT	Sources/Core/Src/KPlayerTong.cpp
KPlayerTong	ChangeJobCall	271	RE	
KPlayerTong	Dismiss	263	RE	
KPlayerTong	ApplyDispense	252	RE	
KPlayerTong	SendSelfInfo	249	PORT	Sources/Core/Src/KPlayerTong.cpp
KPlayerTong	CheckInstatePower	247	PORT	Sources/Core/Src/KPlayerTong.cpp
KPlayerTong	AcceptOrRefuseApplyToRelay	244	RE	
KPlayerTong	ReplyAddUnion	235	RE	
KPlayerTong	Release	230	RE	
KPlayerTong	ChangeAs	224	PORT	Sources/Core/Src/KPlayerTong.cpp
KPlayerTong	OnJoinTong	224	RE	
KPlayerTong	CheckGetInstatePower	211	RE	
KPlayerTong	SendZhaoMuInfoToPlayer	210	RE	
KPlayerTong	GMSetAddTime	209	RE	
KPlayerTong	SendZhaoMuApplyInfoToPlayer	206	RE	
KPlayerTong	CheckGetMasterPower	195	PORT	Sources/Core/Src/KPlayerTong.cpp
KPlayerTong	AddTongMemberPlayerMapping	191	RE	
KPlayerTong	CheckChangeMasterPower	171	PORT	Sources/Core/Src/KPlayerTong.cpp
KPlayerTong	ProcessApplyJoinTongFromZhaoMu	162	RE	
KPlayerTong	FindTongMemberPlayerIdx	161	RE	
KPlayerTong	ChangeExp	155	RE	
KPlayerTong	CheckAddCondition	155	PORT	Sources/Core/Src/KPlayerTong.cpp
KPlayerTong	CheckLeavePower	141	PORT	Sources/Core/Src/KPlayerTong.cpp
KPlayerTong	GMSetMaster	138	RE	
KPlayerTong	OnQuit	130	RE	
KPlayerTong	ApplySystemMoveExp	129	RE	
KPlayerTong	ApplyChangeExp	125	RE	
KPlayerTong	GMSetLevel	125	RE	
KPlayerTong	GetTitle	122	RE	
KPlayerTong	GMSetExp	108	RE	
KPlayerTong	ApplyChangeMoney	107	RE	
KPlayerTong	SyncBuildClaimWarTongIDS	103	RE	
KPlayerTong	GMDismiss	102	RE	
KPlayerTong	BeInstated	99	PORT	Sources/Core/Src/KPlayerTong.cpp
KPlayerTong	NW_UpdatePosition	96	RE	
KPlayerTong	ChangeMaster	87	PORT	Sources/Core/Src/KPlayerTong.cpp
KPlayerTong	GetTongName	86	PORT	Sources/Core/Src/KPlayerTong.cpp
KPlayerTong	GetJoinTimeLong	80	RE	
KPlayerTong	ConvenePower	76	RE	
KPlayerTong	RemoveTongMemberPlayerMapping	74	RE	
KPlayerTong	AddOffer	72	RE	
KPlayerTong	AddWeekGoalOffer	72	RE	
KPlayerTong	SetWeekGoalOffer	66	RE	
KPlayerTong	SyncClearClaimWarTongIDS	61	RE	
KPlayerTong	SendMsgToRelayTong	59	RE	
KPlayerTong	SetOffer	56	RE	
KPlayerTong	GetMemberCount	55	RE	
KPlayerTong	SetCurrentTongID	55	RE	
KPlayerTong	SetJoinTimeLong	47	RE	
