enum	size	enumerator	value
TongExProtocol	4	tp_executor_action_tong_end	8
TongExProtocol	4	tp_executor_action_workshop_begin	1280
TongExProtocol	4	tp_workshop_learn	1281
TongExProtocol	4	tp_workshop_remove	1282
TongExProtocol	4	tp_workshop_open	1283
TongExProtocol	4	tp_workshop_close	1284
TongExProtocol	4	tp_workshop_upgrade	1285
TongExProtocol	4	tp_workshop_degrade	1286
TongExProtocol	4	tp_workshop_use	1287
TongExProtocol	4	tp_workshop_maintain	1288
TongExProtocol	4	tp_workshop_setuselevelset	1289
TongExProtocol	4	tp_executor_action_workshop_end	1290
TongExProtocol	4	tp_executor_action_member_begin	4096
TongExProtocol	4	tp_member_money2buildfund	4097
TongExProtocol	4	tp_member_contribution2storeoffer	4098
TongExProtocol	4	tp_member_storeoffer2contribution1	4099
TongExProtocol	4	tp_member_storeoffer2contribution2	4100
TongExProtocol	4	tp_member_add	4101
TongExProtocol	4	tp_member_kick	4102
TongExProtocol	4	tp_member_retire	4103
TongExProtocol	4	tp_member_setfigure	4104
TongExProtocol	4	tp_member_right_assign	4105
TongExProtocol	4	tp_member_right_award	4106
TongExProtocol	4	tp_member_right_retract	4107
TongExProtocol	4	tp_executor_action_member_end	4108
TongExProtocol	4	tp_executor_action_union_begin	5376
TongExProtocol	4	tp_union_join_apply	5377
TongExProtocol	4	tp_union_join_refuse	5378
TongExProtocol	4	tp_executor_action_union_end	5379
TongExProtocol	4	tp_executor_action_end	5380
TongExProtocol	4	tp_nonexecutor_action_begin	16384
TongExProtocol	4	tp_nonexecutor_action_tonglist_begin	16384
TongExProtocol	4	tp_unionlist_data	16385
TongExProtocol	4	tp_tonglist_data	16386
TongExProtocol	4	tp_member_data	16387
TongExProtocol	4	tp_nonexecutor_action_tonglist_end	16388
TongExProtocol	4	tp_nonexecutor_action_tong_begin	17664
TongExProtocol	4	tp_tong_onlinelist	17665
TongExProtocol	4	tp_tong_settaskvalue	17666
TongExProtocol	4	tp_tong_appendtaskvalue	17667
TongExProtocol	4	tp_tong_appendutaskvalue	17668
TongExProtocol	4	tp_tong_add	17669
TongExProtocol	4	tp_tong_remove	17670
TongExProtocol	4	tp_tong_maletitle	17671
TongExProtocol	4	tp_tong_femaletitle	17672
TongExProtocol	4	tp_tong_setmoneyfund	17673
TongExProtocol	4	tp_tong_addmoneyfund	17674
TongExProtocol	4	tp_tong_addeventrecord	17675
TongExProtocol	4	tp_tong_addhistoryrecord	17676
TongExProtocol	4	tp_tong_maintain	17677
TongExProtocol	4	tp_tong_weekly_maintain	17678
TongExProtocol	4	tp_tong_changecurcamp	17679
TongExProtocol	4	tp_tong_creatmap	17680
TongExProtocol	4	tp_tong_mapcreated	17681
TongExProtocol	4	tp_tong_deletemap	17682
TongExProtocol	4	tp_tong_setmap	17683
TongExProtocol	4	tp_tong_stunt_set	17684
TongExProtocol	4	tp_tong_msg	17685
TongExProtocol	4	tp_map_ban	17686
TongExProtocol	4	tp_tong_finish_claimwar	17687
TongExProtocol	4	tp_nonexecutor_action_tong_end	17688
TongExProtocol	4	tp_nonexecutor_action_workshop_begin	20480
TongExProtocol	4	tp_workshop_settaskvalue	20481
TongExProtocol	4	tp_workshop_appendtaskvalue	20482
TongExProtocol	4	tp_workshop_appendutaskvalue	20483
TongExProtocol	4	tp_workshop_setuselevel	20484
TongExProtocol	4	tp_nonexecutor_action_workshop_end	20485
TongExProtocol	4	tp_nonexecutor_action_member_begin	21760
TongExProtocol	4	tp_member_settaskvalue	21761
TongExProtocol	4	tp_member_appendtaskvalue	21762
TongExProtocol	4	tp_member_appendutaskvalue	21763
TongExProtocol	4	tp_member_settmptaskvalue	21764
TongExProtocol	4	tp_member_remove	21765
TongExProtocol	4	tp_member_delete	21766
TongExProtocol	4	tp_member_setonline	21767
TongExProtocol	4	tp_member_settitle	21768
TongExProtocol	4	tp_member_appendoffer	21769
TongExProtocol	4	tp_member_dispenseoffer	21770
TongExProtocol	4	tp_member_setoffer	21771
TongExProtocol	4	tp_member_changefeature	21772
TongExProtocol	4	tp_member_rename	21773
TongExProtocol	4	tp_nonexecutor_action_member_end	21774
TongExProtocol	4	tp_nonexecutor_action_union_begin	24576
TongExProtocol	4	tp_union_settaskvalue	24577
TongExProtocol	4	tp_union_appendtaskvalue	24578
TongExProtocol	4	tp_union_appendutaskvalue	24579
TongExProtocol	4	tp_union_add	24580
TongExProtocol	4	tp_union_remove	24581
TongExProtocol	4	tp_union_addtong	24582
TongExProtocol	4	tp_union_removetong	24583
TongExProtocol	4	tp_nonexecutor_action_union_end	24584
TongExProtocol	4	tp_nonexecutor_action_end	24585
TongExProtocol	4	tp_client_begin	32768
TongExProtocol	4	tp_client_sync_tong_head	32769
TongExProtocol	4	tp_client_sync_tong_synopsis	32770
TongExProtocol	4	tp_client_sync_tong_announcement	32771
TongExProtocol	4	tp_client_sync_tong_weekgoal	32772
TongExProtocol	4	tp_client_sync_tong_eventrecordlist	32773
TongExProtocol	4	tp_client_sync_tong_historyrecordlist	32774
TongExProtocol	4	tp_client_sync_tonglist_pagedata	32775
TongExProtocol	4	tp_client_sync_tonglist_name	32776
TongExProtocol	4	tp_client_sync_workshoplist	32777
TongExProtocol	4	tp_client_sync_member_synopsis	32778
TongExProtocol	4	tp_client_sync_member_mixdata	32779
TongExProtocol	4	tp_client_sync_member_right	32780
TongExProtocol	4	tp_client_sync_memberlist_pagedata	32781
TongExProtocol	4	tp_client_sync_memberlist_name	32782
TongExProtocol	4	tp_client_sync_memberlist_figurecount	32783
TongExProtocol	4	tp_client_sync_memberlist_figure	32784
TongExProtocol	4	tp_client_sync_union_tonglist	32785
TongExProtocol	4	tp_client_sync_unionlist_pagedata	32786
TongExProtocol	4	tp_client_sync_unionlist_name	32787
TongExProtocol	4	tp_client_sync_refresh_page	32788
TongExProtocol	4	tp_client_entertongmap	32789
TongExProtocol	4	tp_client_createtongmap	32790
TongExProtocol	4	tp_client_configuretongmap	32791
TongExProtocol	4	tp_client_configuretongstunt	32792
TongExProtocol	4	tp_client_end	32793
UnOpr	4	OPR_MINUS	0
UnOpr	4	OPR_NOT	1
UnOpr	4	OPR_NOUNOPR	2
_CODE_RESULT	4	SSR_OK	0
_CODE_RESULT	4	SSR_LOAD_ERROR	1
_CODE_RESULT	4	SSR_OVERFLOW	2
_CODE_RESULT	4	SSR_ERR_REVERSEINCLUDE	3
_Ios_Fmtflags	4	_S_boolalpha	1
_Ios_Fmtflags	4	_S_dec	2
_Ios_Fmtflags	4	_S_fixed	4
_Ios_Fmtflags	4	_S_hex	8
_Ios_Fmtflags	4	_S_internal	16
_Ios_Fmtflags	4	_S_left	32
_Ios_Fmtflags	4	_S_oct	64
_Ios_Fmtflags	4	_S_right	128
_Ios_Fmtflags	4	_S_scientific	256
_Ios_Fmtflags	4	_S_showbase	512
_Ios_Fmtflags	4	_S_showpoint	1024
_Ios_Fmtflags	4	_S_showpos	2048
_Ios_Fmtflags	4	_S_skipws	4096
_Ios_Fmtflags	4	_S_unitbuf	8192
_Ios_Fmtflags	4	_S_uppercase	16384
_Ios_Fmtflags	4	_S_adjustfield	176
_Ios_Fmtflags	4	_S_basefield	74
_Ios_Fmtflags	4	_S_floatfield	260
_Ios_Fmtflags	4	_S_ios_fmtflags_end	65536
_Ios_Iostate	4	_S_goodbit	0
_Ios_Iostate	4	_S_badbit	1
_Ios_Iostate	4	_S_eofbit	2
_Ios_Iostate	4	_S_failbit	4
_Ios_Iostate	4	_S_ios_iostate_end	65536
_Ios_Openmode	4	_S_app	1
_Ios_Openmode	4	_S_ate	2
_Ios_Openmode	4	_S_bin	4
_Ios_Openmode	4	_S_in	8
_Ios_Openmode	4	_S_out	16
_Ios_Openmode	4	_S_trunc	32
_Ios_Openmode	4	_S_ios_openmode_end	65536
_Ios_Seekdir	4	_S_beg	0
_Ios_Seekdir	4	_S_cur	1
_Ios_Seekdir	4	_S_end	2
_Ios_Seekdir	4	_S_ios_seekdir_end	65536
_ItemHoldStatus	4	ItemHS_Not	0
_ItemHoldStatus	4	ItemHS_Room	1
_ItemHoldStatus	4	ItemHS_Equip	2
_Rb_tree_color	4	_S_red	0
_Rb_tree_color	4	_S_black	1
_enumCMD_OPE_TYPE	4	enumCMD_OPE_TYPE_USE	0
_enumCMD_OPE_TYPE	4	enumCMD_OPE_TYPE_WAIT	1
_enumCMD_OPE_TYPE	4	enumCMD_OPE_TYPE_POP	2
_enumCMD_OPE_TYPE	4	enumCMD_OPE_TYPE_NUM	3
c2s_PROTOCOL	4	c2s_roleserver_saveroleinfo	10
c2s_PROTOCOL	4	c2s_roleserver_createroleinfo	11
c2s_PROTOCOL	4	c2s_gmsvr2gateway_saverole	12
c2s_PROTOCOL	4	c2s_micropackbegin	31
c2s_PROTOCOL	4	c2s_accountbegin	32
c2s_PROTOCOL	4	c2s_accountlogin	33
c2s_PROTOCOL	4	c2s_gamelogin	34
c2s_PROTOCOL	4	c2s_accountlogout	35
c2s_PROTOCOL	4	c2s_gatewayverify	36
c2s_PROTOCOL	4	c2s_gatewayverifyagain	37
c2s_PROTOCOL	4	c2s_gatewayinfo	38
c2s_PROTOCOL	4	c2s_gatewayclose	39
c2s_PROTOCOL	4	c2s_account_change_extpoint	40
c2s_PROTOCOL	4	c2s_gateway_kickout	41
c2s_PROTOCOL	4	c2s_tryout_timeout_req	42
c2s_PROTOCOL	4	c2s_statinfo	43
c2s_PROTOCOL	4	c2s_cdkey	44
c2s_PROTOCOL	4	c2s_change_account_state	45
c2s_PROTOCOL	4	c2s_paysys_ib_item_buy	46
c2s_PROTOCOL	4	c2s_paysys_ib_item_use	47
c2s_PROTOCOL	4	c2s_paysys_end	48
c2s_PROTOCOL	4	c2s_multiserverbegin	48
c2s_PROTOCOL	4	c2s_permitplayerlogin	49
c2s_PROTOCOL	4	c2s_updatemapinfo	50
c2s_PROTOCOL	4	c2s_updategameserverinfo	51
c2s_PROTOCOL	4	c2s_entergame	52
c2s_PROTOCOL	4	c2s_leavegame	53
c2s_PROTOCOL	4	c2s_registeraccount	54
c2s_PROTOCOL	4	c2s_requestsvrip	55
c2s_PROTOCOL	4	c2s_roleserver_getrolelist	56
c2s_PROTOCOL	4	c2s_roleserver_getroleinfo	57
c2s_PROTOCOL	4	c2s_roleserver_deleteplayer	58
c2s_PROTOCOL	4	c2s_transfer_role	59
c2s_PROTOCOL	4	c2s_gamestatistic	60
c2s_PROTOCOL	4	c2s_roleserver_lock	61
c2s_PROTOCOL	4	c2s_change_extpoint	62
c2s_PROTOCOL	4	c2s_use_spreader_cdkey	63
c2s_PROTOCOL	4	c2s_dynamicupdatemapinfo	64
c2s_PROTOCOL	4	c2s_gs_ib_item_buy	65
c2s_PROTOCOL	4	c2s_gs_ib_item_use	66
c2s_PROTOCOL	4	c2s_ready_state	67
c2s_PROTOCOL	4	c2s_gameserverbegin	64
c2s_PROTOCOL	4	c2s_login	65
c2s_PROTOCOL	4	c2s_logiclogin	66
c2s_PROTOCOL	4	c2s_syncend	67
c2s_PROTOCOL	4	c2s_loadplayer	68
c2s_PROTOCOL	4	c2s_newplayer	69
c2s_PROTOCOL	4	c2s_removeplayer	70
c2s_PROTOCOL	4	c2s_requestworld	71
c2s_PROTOCOL	4	c2s_requestplayer	72
c2s_PROTOCOL	4	c2s_requestnpc	73
c2s_PROTOCOL	4	c2s_requestobj	74
c2s_PROTOCOL	4	c2s_npcwalk	75
c2s_PROTOCOL	4	c2s_npcrun	76
c2s_PROTOCOL	4	c2s_npcskill	77
c2s_PROTOCOL	4	c2s_npcjump	78
c2s_PROTOCOL	4	c2s_npctalk	79
c2s_PROTOCOL	4	c2s_npchurt	80
c2s_PROTOCOL	4	c2s_npcdeath	81
c2s_PROTOCOL	4	c2s_playertalk	82
c2s_PROTOCOL	4	c2s_team	83
c2s_PROTOCOL	4	c2s_playerapplysetpk	84
c2s_PROTOCOL	4	c2s_playerapplyfactiondata	85
c2s_PROTOCOL	4	c2s_playersendchat	86
c2s_PROTOCOL	4	c2s_playeraddbaseattribute	87
c2s_PROTOCOL	4	c2s_playerapplyaddskillpoint	88
c2s_PROTOCOL	4	c2s_playereatitem	89
c2s_PROTOCOL	4	c2s_playerpickupitem	90
c2s_PROTOCOL	4	c2s_playermoveitem	91
c2s_PROTOCOL	4	c2s_playersellitem	92
c2s_PROTOCOL	4	c2s_playerbuyitem	93
c2s_PROTOCOL	4	c2s_playerthrowawayitem	94
c2s_PROTOCOL	4	c2s_playerselui	95
c2s_PROTOCOL	4	c2s_chatsetchannel	96
c2s_PROTOCOL	4	c2s_chatapplyaddfriend	97
c2s_PROTOCOL	4	c2s_chataddfriend	98
c2s_PROTOCOL	4	c2s_chatrefusefriend	99
c2s_PROTOCOL	4	c2s_dbplayerselect	100
c2s_PROTOCOL	4	c2s_chatapplyresendallfriendname	101
c2s_PROTOCOL	4	c2s_chatapplysendonefriendname	102
c2s_PROTOCOL	4	c2s_chatdeletefriend	103
c2s_PROTOCOL	4	c2s_chatredeletefriend	104
c2s_PROTOCOL	4	c2s_tradeapplystateopen	105
c2s_PROTOCOL	4	c2s_tradeapplystateclose	106
c2s_PROTOCOL	4	c2s_tradeapplystart	107
c2s_PROTOCOL	4	c2s_trademovemoney	108
c2s_PROTOCOL	4	c2s_tradedecision	109
c2s_PROTOCOL	4	c2s_dialognpc	110
c2s_PROTOCOL	4	c2s_changeauraskill	111
c2s_PROTOCOL	4	c2s_ping	112
c2s_PROTOCOL	4	c2s_npcsit	113
c2s_PROTOCOL	4	c2s_objmouseclick	114
c2s_PROTOCOL	4	c2s_storemoney	115
c2s_PROTOCOL	4	c2s_playerrevive	116
c2s_PROTOCOL	4	c2s_tradereplystart	117
c2s_PROTOCOL	4	c2s_pkapplychangenormalflag	118
c2s_PROTOCOL	4	c2s_pkapplyenmity	119
c2s_PROTOCOL	4	c2s_viewequip	120
c2s_PROTOCOL	4	c2s_ladderquery	121
c2s_PROTOCOL	4	c2s_repairitem	122
c2s_PROTOCOL	4	c2s_itemmask	123
c2s_PROTOCOL	4	c2s_stallextend	124
c2s_PROTOCOL	4	c2s_give	125
c2s_PROTOCOL	4	c2s_notify	126
c2s_PROTOCOL	4	c2s_enchaseritem	127
c2s_PROTOCOL	4	c2s_killerextend	128
c2s_PROTOCOL	4	c2s_auctionextend	129
c2s_PROTOCOL	4	c2s_citywarextend	130
c2s_PROTOCOL	4	c2s_throwawayallmedicine	131
c2s_PROTOCOL	4	c2s_boxoperate	132
c2s_PROTOCOL	4	c2s_playerdivideitem	133
c2s_PROTOCOL	4	c2s_bulletincontentquery	134
c2s_PROTOCOL	4	c2s_autoattacknpc	135
c2s_PROTOCOL	4	c2s_requestcityowner	136
c2s_PROTOCOL	4	c2s_giveitemuiresult	137
c2s_PROTOCOL	4	c2s_bot_clientcheck_result	138
c2s_PROTOCOL	4	c2s_welcome2server	139
c2s_PROTOCOL	4	c2s_offline_request_req	140
c2s_PROTOCOL	4	c2s_offline_request_ask	141
c2s_PROTOCOL	4	c2s_offline_kickout_res	142
c2s_PROTOCOL	4	c2s_offline_timeout_res	143
c2s_PROTOCOL	4	c2s_daytime_req	144
c2s_PROTOCOL	4	c2s_requestnpcfeature	145
c2s_PROTOCOL	4	c2s_foundry_request	146
c2s_PROTOCOL	4	c2s_bishop_shutdowngodess	147
c2s_PROTOCOL	4	c2s_replyroleinfo	148
c2s_PROTOCOL	4	c2s_iambishop	149
c2s_PROTOCOL	4	c2s_request_statdata	150
c2s_PROTOCOL	4	c2s_getroledata_request	151
c2s_PROTOCOL	4	c2s_hostexchange	152
c2s_PROTOCOL	4	c2s_spectator	153
c2s_PROTOCOL	4	c2s_partnerextend	154
c2s_PROTOCOL	4	c2s_closeconnection	155
c2s_PROTOCOL	4	c2s_queryrolename	156
c2s_PROTOCOL	4	c2s_lockaccount	157
c2s_PROTOCOL	4	c2s_unlockaccount	158
c2s_PROTOCOL	4	c2s_changerolename	159
c2s_PROTOCOL	4	c2s_changerolename_finish	160
c2s_PROTOCOL	4	c2s_querytongname	161
c2s_PROTOCOL	4	c2s_changetongname	162
c2s_PROTOCOL	4	c2s_sendtextcmd	163
c2s_PROTOCOL	4	c2s_chatroom	164
c2s_PROTOCOL	4	c2s_tongexextend	165
c2s_PROTOCOL	4	c2s_request_npcstate	166
c2s_PROTOCOL	4	c2s_apply_syncfile	167
c2s_PROTOCOL	4	c2s_setplayertaskvalue	168
c2s_PROTOCOL	4	c2s_nationalwar	169
c2s_PROTOCOL	4	c2s_select_diceitem	170
c2s_PROTOCOL	4	c2s_script_protocol	171
c2s_PROTOCOL	4	c2s_stores_change_shop	172
c2s_PROTOCOL	4	c2s_tripserver	173
c2s_PROTOCOL	4	c2s_tripclient	174
c2s_PROTOCOL	4	c2s_get_tags_request	175
c2s_PROTOCOL	4	c2s_add_tag	176
c2s_PROTOCOL	4	c2s_del_tag	177
c2s_PROTOCOL	4	c2s_set_friend_publish_flag	178
c2s_PROTOCOL	4	c2s_num_check	179
c2s_PROTOCOL	4	_c2s_begin_relay	250
c2s_PROTOCOL	4	c2s_extend	250
c2s_PROTOCOL	4	c2s_extendchat	251
c2s_PROTOCOL	4	c2s_extendfriend	252
c2s_PROTOCOL	4	_c2s_end_relay	252
c2s_PROTOCOL	4	c2s_extendtong	253
c2s_PROTOCOL	4	c2s_end	254
eAutoAttackNpc	4	autoattacknpc_no	0
eAutoAttackNpc	4	autoattacknpc_normal	1
eAutoAttackNpc	4	autoattacknpc_count	2
eMissleFollowKind	4	MISSLE_MFK_None	0
eMissleFollowKind	4	MISSLE_MFK_NPC	1
eMissleFollowKind	4	MISSLE_MFK_Missle	2
eMissleMoveKind	4	MISSLE_MMK_Stand	0
eMissleMoveKind	4	MISSLE_MMK_Line	1
eMissleMoveKind	4	MISSLE_MMK_Random	2
eMissleMoveKind	4	MISSLE_MMK_Circle	3
eMissleMoveKind	4	MISSLE_MMK_Helix	4
eMissleMoveKind	4	MISSLE_MMK_Follow	5
eMissleMoveKind	4	MISSLE_MMK_Motion	6
eMissleMoveKind	4	MISSLE_MMK_Parabola	7
eMissleMoveKind	4	MISSLE_MMK_SingleLine	8
eMissleMoveKind	4	MISSLE_MMK_RollBack	100
eMissleMoveKind	4	MISSLE_MMK_Toss	101
eMissleStatus	4	MS_DoWait	0
eMissleStatus	4	MS_DoFly	1
eMissleStatus	4	MS_DoVanish	2
eMissleStatus	4	MS_DoCollision	3
eMisslesForm	4	SKILL_MF_Wall	0
eMisslesForm	4	SKILL_MF_Line	1
eMisslesForm	4	SKILL_MF_Spread	2
eMisslesForm	4	SKILL_MF_Circle	3
eMisslesForm	4	SKILL_MF_Random	4
eMisslesForm	4	SKILL_MF_Zone	5
eMisslesForm	4	SKILL_MF_AtTarget	6
eMisslesForm	4	SKILL_MF_AtFirer	7
eMisslesForm	4	SKILL_MF_COUNT	8
eMisslesGenerateStyle	4	SKILL_MGS_NULL	0
eMisslesGenerateStyle	4	SKILL_MGS_SAMETIME	1
eMisslesGenerateStyle	4	SKILL_MGS_ORDER	2
eMisslesGenerateStyle	4	SKILL_MGS_RANDONORDER	3
eMisslesGenerateStyle	4	SKILL_MGS_RANDONSAME	4
eMisslesGenerateStyle	4	SKILL_MGS_CENTEREXTENDLINE	5
eRelativePosType	4	type_bornpos	1
eRelativePosType	4	type_launcherpos	2
eRelativePosType	4	type_targetpos	3
eRelativePosType	4	type_parentpos	4
eSKillStyle	4	SKILL_SS_Missles	0
eSKillStyle	4	SKILL_SS_Melee	1
eSKillStyle	4	SKILL_SS_InitiativeNpcState	2
eSKillStyle	4	SKILL_SS_PassivityNpcState	3
eSKillStyle	4	SKILL_SS_CreateNpc	4
eSKillStyle	4	SKILL_SS_BuildPoison	5
eSKillStyle	4	SKILL_SS_AddPoison	6
eSKillStyle	4	SKILL_SS_GetObjDirectly	7
eSKillStyle	4	SKILL_SS_StrideObstacle	8
eSKillStyle	4	SKILL_SS_BodyToObject	9
eSKillStyle	4	SKILL_SS_Mining	10
eSKillStyle	4	SKILL_SS_RepairWeapon	11
eSKillStyle	4	SKILL_SS_Capture	12
eSKillStyle	4	SKILL_SS_Thief	13
eSKillStyle	4	SKILL_SS_InstantMissle	14
eSimpeType	4	enu_translife	0
eSimpeType	4	enu_count	1
eSkillLauncherType	4	SKILL_SLT_Npc	0
eSkillLauncherType	4	SKILL_SLT_Obj	1
eSkillLauncherType	4	SKILL_SLT_Missle	2
eType	4	partnercount	0
enDICE_TYPE	4	BASE_DICE	0
enDICE_TYPE	4	NORMAL_DICE	1
enDICE_TYPE	4	NORMAL_ITEM_DICE	2
enumCityWarAreaPeriod	4	cwap_none	0
enumCityWarAreaPeriod	4	cwap_signup	1
enumCityWarAreaPeriod	4	cwap_onschedule	2
enumCityWarAreaPeriod	4	cwap_arenafighting	3
enumCityWarAreaPeriod	4	cwap_arenawaitforwar	4
enumCityWarAreaPeriod	4	cwap_citywarfighting	5
enumFeeType	4	FeeType_FreeUser	0
enumFeeType	4	FeeType_Monthly	1
enumFeeType	4	FeeType_Point	2
enumFeeType	4	FeeType_TELECOM	3
enumIB_ItemUseType	4	enumIB_ItemUseType_Unknown	-1
enumIB_ItemUseType	4	enumIB_ItemUseType_NotLimit	0
enumIB_ItemUseType	4	enumIB_ItemUseType_AnyTime	1
enumIB_ItemUseType	4	enumIB_ItemUseType_OneTime	2
enumItemConsumeMode	4	enumItemCMode_Normal	0
enumItemConsumeMode	4	enumItemCMode_RealConsume_Start	1
enumItemConsumeMode	4	enumItemCMode_Sell	1
enumItemConsumeMode	4	enumItemCMode_Auction	2
enumItemConsumeMode	4	enumItemCMode_Adrade	3
enumItemConsumeMode	4	enumItemCMode_Enchaser	4
enumItemConsumeMode	4	enumItemCMode_UsingTimesEnd	5
enumItemConsumeMode	4	enumItemCMode_UsingTimeOut	6
enumItemConsumeMode	4	enumItemCMode_ExpiredTimeOut	7
enumItemConsumeMode	4	enumItemCMode_Eat_Quick	8
enumItemConsumeMode	4	enumItemCMode_Eat	9
enumItemConsumeMode	4	enumItemCMode_Consume	10
enumItemConsumeMode	4	enumItemCMode_ErrorLost_Stack	11
enumItemConsumeMode	4	enumItemCMode_Pickup	12
enumItemConsumeMode	4	enumItemCMode_CommonScript	13
enumItemConsumeMode	4	enumItemCMode_DupedItem	14
enumItemConsumeMode	4	enumItemCMode_ErrorLost_PK	15
enumItemConsumeMode	4	enumItemCMode_ErrorLost_ThrowAllItem	16
enumItemConsumeMode	4	enumItemCMode_RealConsume_End	16
enumItemConsumeMode	4	enumItemCMode_Stack	17
enumMyState	4	enumMyState_error	0
enumMyState	4	enumMyState_empty	1
enumMyState	4	enumMyState_inited	2
enumMyState	4	enumMyState_loaded	3
enumPartnerSubProtocolType	4	partner_s2c_ctrl_setcurpartner	0
enumPartnerSubProtocolType	4	partner_s2c_ctrl_calloutcurpartner	1
enumPartnerSubProtocolType	4	partner_s2c_ctrl_setcurpartnerfollowonly	2
enumPartnerSubProtocolType	4	partner_s2c_ctrl_removepartner	3
enumPartnerSubProtocolType	4	partner_s2c_partner_setname	4
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_syncmin	5
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_syncall	6
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_syncaptitude_life	7
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_syncaptitude_strength	8
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_syncaptitude_hittargetrate	9
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_syncaptitude_defence	10
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_syncaptitude_speed	11
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_syncaptitude_luck	12
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_syncattrib_life	13
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_syncattrib_strength	14
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_syncattrib_hittargetrate	15
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_syncattrib_defence	16
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_syncattrib_speed	17
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_syncattrib_luck	18
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_synccurexp	19
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_syncskill	20
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_setstandbyskill	21
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_levelup	22
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_syncemotion_degree	23
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_settaskvalue	24
enumPartnerSubProtocolType	4	partner_c2s_ctrl_setcurpartner	25
enumPartnerSubProtocolType	4	partner_c2s_ctrl_calloutcurpartner	26
enumPartnerSubProtocolType	4	partner_c2s_ctrl_setcurpartnerfollowonly	27
enumPartnerSubProtocolType	4	partner_c2s_ctrl_removepartner	28
enumPartnerSubProtocolType	4	partner_c2s_partner_setname	29
enumPartnerSubProtocolType	4	partner_c2s_partner_talk	30
enumPartnerSubProtocolType	4	partner_c2s_fightpartner_setstandbyskill	31
enumPartnerSubProtocolType	4	partner_c2s_fightpartner_removekill	32
enumPartnerSubProtocolType	4	partner_c2s_fightpartner_settarget	33
enumPartnerSubProtocolType	4	partner_s2c_fightpartner_syncattrib_curluck	34
enumSize	4	VALIDSIZE	-1
enumSize	4	STANDSIZE	1024
enumSize	4	LARGESIZE	65536
enumSize	4	HUGESIZE	655360
enumType	4	enum_npc	0
enumType	4	enum_player	1
enumType	4	enum_obj	2
enumType	4	enum_missile	3
float_denorm_style	4	denorm_indeterminate	-1
float_denorm_style	4	denorm_absent	0
float_denorm_style	4	denorm_present	1
g2r_BattleExtendPROTOCOL	4	g2r_battle_begin	0
g2r_BattleExtendPROTOCOL	4	g2r_battle_round_result	1
g2r_BattleExtendPROTOCOL	4	g2r_battle_end	2
g2r_CityWarExtendPROTOCOL	4	g2r_CityWarBegin	0
g2r_CityWarExtendPROTOCOL	4	g2r_CityWarSignUp	1
g2r_CityWarExtendPROTOCOL	4	g2r_CityWarSubmitCityTaxRates	2
g2r_CityWarExtendPROTOCOL	4	g2r_CityWarScriptQueryBulletin	3
g2r_CityWarExtendPROTOCOL	4	g2r_CityWarArenaResult	4
g2r_CityWarExtendPROTOCOL	4	g2r_CityWarWarResult	5
g2r_CityWarExtendPROTOCOL	4	g2r_CityWarTongAction	6
g2r_CityWarExtendPROTOCOL	4	g2r_CityWarEnd	7
r2g_BattleExtendPROTOCOL	4	r2g_battle_begin	0
r2g_BattleExtendPROTOCOL	4	r2g_battle_new_round	1
r2g_BattleExtendPROTOCOL	4	r2g_battle_end	2
r2g_CityWarExtendPROTOCOL	4	r2g_CityWarBegin	0
r2g_CityWarExtendPROTOCOL	4	r2g_CityWarReplyBulletin	1
r2g_CityWarExtendPROTOCOL	4	r2g_CityWarMsg2Player	2
r2g_CityWarExtendPROTOCOL	4	r2g_CityWarTongInfoSync	3
r2g_CityWarExtendPROTOCOL	4	r2g_CityWarEnd	4
